22.208450,14.013149,24.992983,64.136722,2.267529,2.586313,3.755976,128.668500,168.413772,168.966341,146.430450,178.314109,170.531318,143.262324,176.176340,0.000000
15.266220,15.811851,20.553990,66.045433,1.959197,5.221904,4.147547,129.075145,166.280798,163.609276,145.118251,179.602091,165.606880,143.148215,177.536597,0.000000
11.982515,3.307313,20.411502,85.377378,0.487483,0.566453,3.710919,96.879960,164.685579,174.502719,121.897274,173.657263,161.365163,126.120910,174.528186,0.000000
1.094315,7.524717,17.098545,95.840743,5.091719,3.070903,3.974913,86.786937,166.359282,160.361831,91.668980,173.007251,163.250871,87.595467,164.338289,0.000000
14.954951,14.367730,25.901495,61.389681,1.283318,5.003223,7.011819,121.383888,167.265899,173.293791,143.279202,176.905613,165.379877,141.055785,172.652307,0.000000
14.838567,12.942799,18.629538,67.085906,1.970833,6.386520,5.836612,123.762659,166.303057,166.413976,141.562730,178.635134,164.239349,135.752790,177.061609,0.000000
20.249906,17.245439,23.855084,60.600347,0.722999,4.018399,3.811384,133.573512,168.940706,169.137105,155.207782,177.227615,166.009498,155.528526,173.996995,0.000000
30.931776,8.765743,21.129853,65.326371,0.720684,5.249826,4.371602,136.490357,167.173560,160.991849,154.450226,178.545378,162.827328,150.107553,178.277645,0.000000
23.115390,11.687963,30.163100,54.746155,2.629361,4.010979,8.440851,131.888142,170.430082,170.453155,159.370956,175.630216,164.132564,159.609070,172.197810,0.000000
23.970392,9.826700,17.995657,63.169828,3.108386,3.304720,3.212239,139.994983,168.421351,159.547338,157.999802,177.504657,160.510052,156.560715,174.729373,0.000000
13.806372,14.129749,20.589983,67.185201,3.899314,4.386781,7.220269,131.173879,166.202938,161.472677,149.565841,177.274114,160.780400,144.396517,176.468878,0.000000
20.034460,11.141222,26.732260,59.221383,1.602943,5.905581,7.979834,130.531487,169.480863,173.328145,153.722299,176.940190,165.279938,155.046835,172.464748,0.000000
22.682230,12.880797,20.812919,61.243751,2.081146,3.672558,4.082515,134.420100,168.661656,166.396714,154.613227,177.588618,165.796917,153.908394,174.919062,0.000000
29.312228,3.500020,23.011154,59.014469,1.230789,3.791584,1.413726,137.774049,169.045321,169.278228,164.796992,178.113722,164.127328,163.748094,175.117089,0.000000
11.744119,1.106932,18.037898,88.426846,2.138101,2.559039,2.586415,92.740450,168.545414,178.239826,121.320938,170.083924,158.209246,123.314067,166.276411,0.000000
3.220591,1.848289,14.455981,92.171119,3.398803,3.845698,3.264653,91.500108,168.907275,174.551342,114.075059,168.198483,154.622402,113.861162,169.376747,0.000000
20.052961,13.373954,25.361843,65.177138,2.643474,4.548649,7.012781,129.619240,168.246230,170.726663,149.823051,177.036665,164.427990,148.404253,174.959196,0.000000
21.587383,6.864129,30.738376,65.470036,1.520543,4.965874,6.528545,136.638511,167.778995,162.204100,154.953909,175.301501,162.750506,150.585795,175.413437,0.000000
7.226201,4.156800,22.436821,93.057783,3.152541,0.557039,0.951214,95.887855,168.766485,168.104445,111.372818,170.709214,156.018881,111.355786,166.189844,0.000000
